Entity,Code,Year,Above $10 a day,$8.30-$10 a day,$4.20-$8.30 a day,$3-$4.20 a day,Below $3 a day
World,OWID_WRL,1993,1409114990,165307317,917326518,732685352,2340344319
World,OWID_WRL,1994,1421992319,169011119,973287936,784805586,2301756416
World,OWID_WRL,1995,1472035952,177526775,1009159237,817360281,2260423099
World,OWID_WRL,1996,1486921541,182956916,1076490980,859320700,2216924391
World,OWID_WRL,1997,1528382006,192007024,1100753211,860496678,2226827769
World,OWID_WRL,1998,1553909491,195947610,1114145809,857256953,2272780457
World,OWID_WRL,1999,1542025652,200766265,1166852338,899958149,2268801692
World,OWID_WRL,2000,1600636274,212843969,1212697795,904802919,2230903715
World,OWID_WRL,2001,1649081644,225189683,1252324799,916837354,2201679352
World,OWID_WRL,2002,1703393771,240218558,1310046481,939000745,2134898077
World,OWID_WRL,2003,1755147199,253230597,1378562680,961764246,2061045806
World,OWID_WRL,2004,1846745266,270005498,1425424808,985732143,1964862077
World,OWID_WRL,2005,1934628987,286314879,1482007082,1009971662,1862918670
World,OWID_WRL,2006,2031230775,301038448,1516305687,1013714319,1797687987
World,OWID_WRL,2007,2136985504,316295077,1561157354,1024688707,1705362830
World,OWID_WRL,2008,2231428470,326685456,1590088869,1033542610,1648768259
World,OWID_WRL,2009,2305212519,341102141,1635639910,1039657201,1594977285
World,OWID_WRL,2010,2426140741,359798796,1706789986,1039394078,1469143087
World,OWID_WRL,2011,2536427988,383342899,1782592154,1030980706,1353776125
World,OWID_WRL,2012,2651665196,396746854,1832875246,1016338192,1279303792
World,OWID_WRL,2013,2785419350,423971942,1928211216,1001790146,1126499698
World,OWID_WRL,2014,2892631061,442115947,1970110244,982318368,1066892348
World,OWID_WRL,2015,3004745341,459080420,2022826067,956235905,998789579
World,OWID_WRL,2016,3110038157,473740728,2074017209,924427054,946656980
World,OWID_WRL,2017,3212778723,482391570,2120706646,900648500,897997953
World,OWID_WRL,2018,3323247250,497110944,2157810105,863220858,855844763
World,OWID_WRL,2019,3411686328,507004007,2189775846,832375517,837166878
World,OWID_WRL,2020,3379587461,512906097,2225288319,840586980,896379815
World,OWID_WRL,2021,3554234037,506354082,2161175381,801604216,897147356
World,OWID_WRL,2022,3610510405,522588694,2215331071,771153959,869961343
World,OWID_WRL,2023,3744559565,527338470,2208277667,727622788,856259366
World,OWID_WRL,2024,3851575981,539230799,2209884919,694355271,846762182
World,OWID_WRL,2025,3944148841,554090150,2209362789,665817274,837209554
World,OWID_WRL,2026,4034994949,570068252,2207549755,641522070,826023182
World (excluding China),,1990,1416781351,145144361,714867139,530116303,1357152542
World (excluding China),,1991,1419870508,147267647,737475256,549183725,1383919088
World (excluding China),,1992,1414578328,152379237,771840846,570265079,1403090622
World (excluding China),,1993,1400196909,157276863,808589071,590675913,1429600060
World (excluding China),,1994,1408498738,158289521,835311509,616001306,1440917166
World (excluding China),,1995,1453255451,163752354,841114106,625613627,1447915022
World (excluding China),,1996,1461648262,165395919,874752989,648820752,1454446782
World (excluding China),,1997,1498011698,171564572,881428398,651898889,1475488251
World (excluding China),,1998,1518007911,172447610,879792880,651176579,1530679980
World (excluding China),,1999,1499655239,173842082,918691219,697228302,1536252278
World (excluding China),,2000,1545654235,179199140,934325328,699855897,1540205336
World (excluding China),,2001,1579593711,184326425,949347994,712013145,1547981573
World (excluding China),,2002,1614514788,190401759,983567937,735714703,1522958061
World (excluding China),,2003,1646522800,194550516,1025142340,747960016,1507174984
World (excluding China),,2004,1715212519,202211930,1046694976,762810774,1469764841
World (excluding China),,2005,1773152756,208179336,1076465833,780402808,1433920611
World (excluding China),,2006,1839921616,214461504,1102833360,792618242,1399122462
World (excluding China),,2007,1907572007,220893956,1143389973,813718934,1341029674
World (excluding China),,2008,1972346290,225758298,1173192711,831016147,1303545114
World (excluding China),,2009,2008164810,235261941,1217472556,842118851,1282310994
World (excluding China),,2010,2082355496,250013476,1289808013,847583955,1193800788
World (excluding China),,2011,2144774831,264806415,1339746881,844615553,1148141440
World (excluding China),,2012,2197840300,273482305,1396201037,850249501,1104965801
World (excluding China),,2013,2254625520,287352070,1460132295,856389973,1044152558
World (excluding China),,2014,2295448881,300464714,1525567307,856996244,1003730854
World (excluding China),,2015,2346504811,312950796,1593956335,849035255,959370147
World (excluding China),,2016,2396594500,326413187,1663439738,837003162,917639205
World (excluding China),,2017,2458856284,337111974,1727898088,818427494,876014768
World (excluding China),,2018,2508945976,351548416,1791844055,796794722,845340559
World (excluding China),,2019,2548094258,360990749,1834255557,789756138,837166850
World (excluding China),,2020,2534309600,355764935,1839908928,817285271,896379778
World (excluding China),,2021,2576414500,363000011,1874298871,797294181,897147317
World (excluding China),,2022,2640639946,380809811,1922050146,763908950,869961259
World (excluding China),,2023,2721727930,395203060,1952534759,727622774,856259317
World (excluding China),,2024,2802199686,412619438,1976897302,694355228,846762138
World (excluding China),,2025,2870641250,433047824,1998142883,665817382,837209541
World (excluding China),,2026,2940050372,454222326,2015495564,641522075,826023199
World (excluding India),,1990,1406707771,138410111,610585393,405101569,1873469460
World (excluding India),,1991,1411326314,141051842,637884593,426734004,1887572079
World (excluding India),,1992,1408171515,147023620,680579962,450217303,1888174640
World (excluding India),,1993,1396482189,152950956,725710115,469973996,1897543096
World (excluding India),,1994,1409051179,156164180,774373058,515162134,1854938793
World (excluding India),,1995,1458207895,164130267,805623295,542762353,1805480478
World (excluding India),,1996,1472128614,169143226,868113520,578691831,1754859129
World (excluding India),,1997,1512745383,177669508,887938019,575993239,1754986843
World (excluding India),,1998,1537406918,181125986,896762627,568414504,1791664813
World (excluding India),,1999,1524479859,185348630,943685678,605361619,1781302902
World (excluding India),,2000,1582122703,196975355,985085621,605304864,1734473569
World (excluding India),,2001,1629625387,208751899,1020576474,612762194,1695498126
World (excluding India),,2002,1682978346,223370255,1074391811,630794629,1618422079
World (excluding India),,2003,1733648751,235585342,1137835445,648612751,1537265167
World (excluding India),,2004,1823798194,252057178,1178232958,667370592,1435319574
World (excluding India),,2005,1910034395,267089353,1221858712,680253829,1341928767
World (excluding India),,2006,2004664991,279399177,1234110930,668477340,1300445930
World (excluding India),,2007,2107992509,292600802,1255689248,664568773,1232962172
World (excluding India),,2008,2201532368,301620521,1271859808,663976017,1183594070
World (excluding India),,2009,2272674905,314569640,1295250160,657416064,1151153551
World (excluding India),,2010,2385727801,329022106,1321310926,645645759,1076078496
World (excluding India),,2011,2486357289,346199964,1357685504,641388238,994263917
World (excluding India),,2012,2594636219,354806206,1374534612,627557254,946720557
World (excluding India),,2013,2723608524,378488109,1434046536,609801847,824117832
World (excluding India),,2014,2824721129,392314687,1432929650,591587868,800237642
World (excluding India),,2015,2928782394,402971329,1438163173,572171241,771564599
World (excluding India),,2016,3024227367,409634568,1440213208,553431141,757429652
World (excluding India),,2017,3117058524,410126133,1443597161,545845925,738238177
World (excluding India),,2018,3217260918,416281003,1440238249,528697505,720097173
World (excluding India),,2019,3298896907,419703470,1443936080,510120513,716321206
World (excluding India),,2020,3276284430,430502377,1483864742,500592347,760886920
World (excluding India),,2021,3441238957,415421088,1387252109,480226440,782172574
World (excluding India),,2022,3480654396,417677338,1402982439,482220643,780587296
World (excluding India),,2023,3591117670,405318089,1363124090,477254868,789173379
World (excluding India),,2024,3673691231,402407559,1346142855,475626704,793004995
World (excluding India),,2025,3740525371,402653164,1335727821,473977794,793879114
World (excluding India),,2026,3804272079,403652902,1330212530,474515769,790879520
Yemen,YEM,1998,3511768,1632888,7774873,2919600,2606883
Yemen,YEM,2005,2121175,1162301,9411364,5120925,5162569
Yemen,YEM,2014,2369797,1266219,9141570,7383212,10065510
Zambia,ZMB,1991,579696,216078,1374218,784487,5027171
Zambia,ZMB,1993,428326,177946,1205509,946672,5615468
Zambia,ZMB,1996,623603,257868,1789043,1285850,5047689
Zambia,ZMB,1998,635861,254507,1849894,1372857,5369289
Zambia,ZMB,2002,325996,144401,1502931,1525178,7428029
Zambia,ZMB,2004,596078,249803,1570175,1185837,7991321
Zambia,ZMB,2006,599186,226470,1458644,1177514,8885505
Zambia,ZMB,2010,674864,234171,1689529,1400178,9966852
Zambia,ZMB,2015,967070,346924,2224148,1727140,11133807
Zambia,ZMB,2022,804041,397676,2541724,1968678,14440819
Zimbabwe,ZWE,2011,1611194,666991,4039744,2421618,4855877
Zimbabwe,ZWE,2017,1510649,634425,3515700,2536917,6614791
Zimbabwe,ZWE,2019,1604886,496593,3302140,2351198,7516551
